step,percent_remaining,normalized_efficiency,diameter,density,meshedness,avg_shortest_path,betweenness_centrality,graph_radius,clustering_coefficient
40.0,89.74358974358975,0.095292491225635,15.0,0.125,0.5555555555555556,5.666666666666667,0.33333333333333337,8.0,0.0
41.0,89.48717948717949,0.0935589676199684,14.0,0.125,0.5555555555555556,5.266666666666667,0.3047619047619048,7.0,0.0
42.0,89.23076923076923,0.0918312306162395,11.0,0.14285714285714285,0.5652173913043478,4.472527472527473,0.28937728937728935,6.0,0.0
43.0,88.97435897435896,0.0901199916603438,10.0,0.15384615384615385,0.5714285714285714,4.128205128205129,0.2843822843822844,5.0,0.0
44.0,88.71794871794872,0.0885186956194266,10.0,0.15384615384615385,0.5714285714285714,4.128205128205129,0.2843822843822844,5.0,0.0
45.0,88.46153846153845,0.0869929074224098,10.0,0.15384615384615385,0.5714285714285714,4.128205128205129,0.2843822843822844,5.0,0.0
46.0,88.2051282051282,0.0855194665104969,10.0,0.15384615384615385,0.5714285714285714,4.128205128205129,0.2843822843822844,5.0,0.0
47.0,87.94871794871794,0.084075555618849,10.0,0.15384615384615385,0.5714285714285714,4.128205128205129,0.2843822843822844,5.0,0.0
48.0,87.6923076923077,0.0826362047704582,7.0,0.2,0.6,3.066666666666667,0.2583333333333333,4.0,0.0
49.0,87.43589743589743,0.0813140909196874,7.0,0.2,0.6,3.066666666666667,0.2583333333333333,4.0,0.0
50.0,87.17948717948718,0.0800054467820961,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
51.0,86.92307692307692,0.0787185580410842,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
52.0,86.66666666666667,0.0774498414755153,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
53.0,86.41025641025641,0.0762028035500566,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
54.0,86.15384615384616,0.0749633105374758,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
55.0,85.8974358974359,0.0737297798215255,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
56.0,85.64102564102565,0.0726161526568782,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
57.0,85.38461538461539,0.0715263895718254,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
58.0,85.12820512820512,0.0704672690227656,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
59.0,84.87179487179488,0.0694528588835351,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
60.0,84.61538461538461,0.0684402518904887,9.0,0.2,0.6,3.6666666666666665,0.3333333333333333,5.0,0.0
61.0,84.35897435897436,0.067455994194081,9.0,0.2,0.6,3.6666666666666665,0.3333333333333333,5.0,0.0
62.0,84.1025641025641,0.066479319097216,9.0,0.2,0.6,3.6666666666666665,0.3333333333333333,5.0,0.0
63.0,83.84615384615385,0.0655483840917901,5.0,0.2222222222222222,0.7333333333333333,2.7777777777777777,0.22222222222222224,5.0,0.0
64.0,83.58974358974359,0.0646395691307806,5.0,0.2222222222222222,0.7333333333333333,2.7777777777777777,0.22222222222222224,5.0,0.0
65.0,83.33333333333334,0.0637518797457798,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
66.0,83.07692307692307,0.0628800642336316,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
67.0,82.82051282051282,0.0620155314385918,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
68.0,82.56410256410255,0.0611535334012014,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
69.0,82.3076923076923,0.0603009607645316,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
70.0,82.05128205128204,0.0595033859545423,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
71.0,81.7948717948718,0.0587138451635082,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
72.0,81.53846153846153,0.0579361553672722,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
73.0,81.28205128205128,0.0571764801918044,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
74.0,81.02564102564102,0.0564276172688872,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
75.0,80.76923076923077,0.0556922199923755,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
76.0,80.51282051282051,0.0550063934183214,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
77.0,80.25641025641026,0.0543291280557416,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
78.0,80.0,0.0536799699828954,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
79.0,79.74358974358975,0.0530318884574337,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
80.0,79.48717948717949,0.0523936163102892,9.0,0.2,0.6,3.6666666666666665,0.33333333333333337,5.0,0.0
81.0,79.23076923076923,0.0517624586819858,7.0,0.25,0.6363636363636364,3.0,0.33333333333333326,4.0,0.0
82.0,78.97435897435898,0.0511379441412458,7.0,0.25,0.6363636363636364,3.0,0.33333333333333326,4.0,0.0
83.0,78.71794871794872,0.0505652753860554,7.0,0.25,0.6363636363636364,3.0,0.33333333333333326,4.0,0.0
84.0,78.46153846153847,0.0499991436693883,7.0,0.25,0.6363636363636364,3.0,0.33333333333333326,4.0,0.0
85.0,78.2051282051282,0.0494339162832474,7.0,0.25,0.6363636363636364,3.0,0.33333333333333326,4.0,0.0
86.0,77.94871794871796,0.0488711608116716,6.0,0.2857142857142857,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0,0.0
87.0,77.6923076923077,0.0483167192954488,6.0,0.2857142857142857,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0,0.0
88.0,77.43589743589745,0.0477661804655507,6.0,0.2857142857142857,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0,0.0
89.0,77.17948717948718,0.0472294056066457,6.0,0.2857142857142857,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0,0.0
90.0,76.92307692307692,0.0466964130041355,6.0,0.2857142857142857,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0,0.0
91.0,76.66666666666666,0.046165523322798,6.0,0.2857142857142857,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0,0.0
92.0,76.41025641025641,0.0456416636789913,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
93.0,76.15384615384615,0.0451261567581084,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
94.0,75.8974358974359,0.0446237679786807,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
95.0,75.64102564102564,0.0441240957995687,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
96.0,75.38461538461539,0.0436294814141625,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
97.0,75.12820512820512,0.0431455395806997,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
98.0,74.87179487179488,0.0426747295245503,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
99.0,74.61538461538461,0.042215725202883,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
100.0,74.35897435897436,0.0417598476841176,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
101.0,74.1025641025641,0.0413068027510077,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
102.0,73.84615384615385,0.0408542120076631,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
103.0,73.58974358974359,0.0404100707197506,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
104.0,73.33333333333334,0.0399777272790781,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
105.0,73.07692307692308,0.0395560690807779,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
106.0,72.82051282051283,0.0391473073011526,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
107.0,72.56410256410255,0.0387453962776105,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
108.0,72.3076923076923,0.0383550625942373,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
109.0,72.05128205128204,0.0379712366177874,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
110.0,71.7948717948718,0.0375897733993559,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
111.0,71.53846153846153,0.0372127094305717,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
112.0,71.28205128205128,0.0368398325637627,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
113.0,71.02564102564102,0.036468271315134,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
114.0,70.76923076923076,0.0360986567131265,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
115.0,70.51282051282051,0.0357318320704811,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
116.0,70.25641025641025,0.0353665040471635,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
117.0,70.0,0.0350047841259756,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
118.0,69.74358974358974,0.0346495234890945,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
119.0,69.48717948717949,0.0342942628522135,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
120.0,69.23076923076923,0.0339551504260998,5.0,0.3333333333333333,0.7142857142857143,2.3333333333333335,0.3333333333333333,3.0,0.0
121.0,68.97435897435898,0.0336192777763144,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
122.0,68.71794871794872,0.0332834501999123,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
123.0,68.46153846153847,0.0329577598002362,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
124.0,68.2051282051282,0.0326418344198699,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
125.0,67.94871794871796,0.0323335503961302,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
126.0,67.6923076923077,0.0320267569764613,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
127.0,67.43589743589745,0.0317283778047634,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
128.0,67.17948717948718,0.03143536704007,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
129.0,66.92307692307693,0.0311436063166309,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
130.0,66.66666666666667,0.030852796788807,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
131.0,66.41025641025642,0.0305622983818215,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
132.0,66.15384615384615,0.0302775479304282,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
133.0,65.8974358974359,0.0299976456104614,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
134.0,65.64102564102564,0.0297177432904945,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
135.0,65.38461538461539,0.0294378409705277,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
136.0,65.12820512820512,0.0291579386505608,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
137.0,64.87179487179488,0.0288780363305939,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
138.0,64.61538461538461,0.0286012826422298,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
139.0,64.35897435897435,0.028329861897194,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
140.0,64.1025641025641,0.0280588504254226,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
141.0,63.84615384615384,0.0277907185496353,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
142.0,63.589743589743584,0.0275258147047059,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
143.0,63.33333333333333,0.0272610084316918,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
144.0,63.07692307692307,0.0269972543224923,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
145.0,62.82051282051282,0.0267335002132927,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
146.0,62.56410256410256,0.0264697461040932,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
147.0,62.30769230769231,0.0262059919948937,4.0,0.4,0.8,2.0,0.3333333333333333,2.0,0.0
148.0,62.05128205128205,0.0259434069791076,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
149.0,61.7948717948718,0.0256816817476711,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
150.0,61.53846153846154,0.025423310375394,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
151.0,61.282051282051285,0.025171413047308,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
152.0,61.02564102564103,0.0249202186575942,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
153.0,60.76923076923077,0.0246718658333748,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
154.0,60.51282051282052,0.0244296426718651,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
155.0,60.25641025641026,0.0241874195103553,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
156.0,60.0,0.0239451963488455,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
157.0,59.74358974358975,0.0237045659195257,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
158.0,59.48717948717949,0.0234657098317504,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
159.0,59.23076923076923,0.023228319208365,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
160.0,58.97435897435898,0.0229913625573394,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
161.0,58.71794871794872,0.0227616991153154,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
162.0,58.46153846153845,0.0225320356732913,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
163.0,58.2051282051282,0.0223023722312672,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
164.0,57.94871794871794,0.0220755632709444,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
165.0,57.692307692307686,0.0218538590534845,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
166.0,57.43589743589743,0.0216337901039397,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
167.0,57.179487179487175,0.0214177629287858,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
168.0,56.92307692307692,0.021204247697529,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
169.0,56.66666666666666,0.0209907324662723,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
170.0,56.41025641025641,0.0207793377071365,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
171.0,56.15384615384615,0.0205682279214621,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
172.0,55.8974358974359,0.0203636839184094,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
173.0,55.64102564102564,0.0201595465369694,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
174.0,55.38461538461539,0.0199558827646694,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
175.0,55.12820512820513,0.0197524153090012,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
176.0,54.87179487179488,0.0195506278813847,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
177.0,54.61538461538462,0.0193496723696136,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
178.0,54.358974358974365,0.0191503311447041,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
179.0,54.10256410256411,0.0189523897235685,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
180.0,53.84615384615385,0.0187565296858628,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
181.0,53.58974358974359,0.0185618786386526,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
182.0,53.333333333333336,0.0183702165416093,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
183.0,53.07692307692308,0.0181793088054268,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
184.0,52.820512820512825,0.0179884010692443,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
185.0,52.56410256410257,0.0177974933330618,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
186.0,52.3076923076923,0.0176065855968793,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
187.0,52.05128205128205,0.0174192082387592,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
188.0,51.79487179487179,0.0172379974869937,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
189.0,51.53846153846153,0.017060568881719,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
190.0,51.28205128205128,0.0168838238801302,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
191.0,51.02564102564102,0.0167079878073305,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
192.0,50.76923076923077,0.0165321517345309,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
193.0,50.51282051282051,0.0163563156617312,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
194.0,50.256410256410255,0.0161819618720202,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
195.0,50.0,0.0160093228187259,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
196.0,49.74358974358975,0.0158366837654317,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
197.0,49.48717948717949,0.0156653936535829,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
198.0,49.23076923076923,0.0154943404665326,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
199.0,48.97435897435898,0.015327919162394,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
200.0,48.71794871794872,0.0151621308651829,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
201.0,48.46153846153847,0.0149963425679717,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
202.0,48.2051282051282,0.0148305542707606,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
203.0,47.94871794871794,0.0146661361247661,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
204.0,47.692307692307686,0.0145017179787716,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
205.0,47.43589743589743,0.0143417264751692,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
206.0,47.179487179487175,0.0141829470284124,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
207.0,46.92307692307692,0.0140243633175436,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
208.0,46.66666666666666,0.0138664984545622,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
209.0,46.41025641025641,0.0137089310646508,3.0,0.5,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0
210.0,46.15384615384615,0.0135523111336475,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
211.0,45.8974358974359,0.0133974764958719,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
212.0,45.64102564102564,0.0132457058995693,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
213.0,45.38461538461539,0.0130941847237458,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
214.0,45.12820512820512,0.0129434680899175,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
215.0,44.87179487179487,0.0127940116286129,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
216.0,44.61538461538461,0.0126453208216036,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
217.0,44.35897435897436,0.0124994599434606,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
218.0,44.1025641025641,0.0123550361711552,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
219.0,43.84615384615385,0.0122125798047215,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
220.0,43.58974358974359,0.0120718785343025,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
221.0,43.333333333333336,0.011931927374319,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
222.0,43.07692307692308,0.0117928043277083,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0
