step,removed_node,normalized_efficiency,percent_remaining,removal_time_seconds
0,,1.0,100.0,0.0
1,22.0,0.874258430354047,99.82142857142857,17.3981
2,237.0,0.8637262923381149,99.64285714285714,15.4751
3,36.0,0.7635840622775514,99.46428571428572,16.1484
4,164.0,0.6875385774522412,99.28571428571429,20.3626
5,172.0,0.5436051690307843,99.10714285714286,8.4426
6,384.0,0.5283473828254278,98.92857142857143,7.9656
7,0.0,0.4704157152822043,98.75,6.2113
8,255.0,0.41952016547634097,98.57142857142858,5.4029
9,15.0,0.3925089013398085,98.39285714285715,5.6225
10,105.0,0.36671160306393047,98.21428571428571,4.8149
11,120.0,0.3469537725052257,98.03571428571428,4.6698
12,126.0,0.3285107374486778,97.85714285714285,4.72
13,177.0,0.29826910226893694,97.67857142857143,4.6006
14,113.0,0.2735478028776978,97.5,3.6476
15,39.0,0.24402743903074484,97.32142857142857,3.711
16,13.0,0.24007778829341161,97.14285714285714,3.6846
17,77.0,0.22786005554876326,96.96428571428571,4.2373
18,88.0,0.21741807344556055,96.78571428571429,3.107
19,81.0,0.20831067864408995,96.60714285714286,3.0839
20,327.0,0.20199471889771362,96.42857142857143,3.1463
21,26.0,0.1845977416149512,96.25,2.3667
22,228.0,0.17085291544665962,96.07142857142857,2.4757
23,38.0,0.1603909428578543,95.89285714285715,2.3314
24,94.0,0.15542892584690976,95.71428571428572,3.2205
25,232.0,0.14938494765546131,95.53571428571429,2.5729
26,174.0,0.13866961809790057,95.35714285714285,2.1888
27,160.0,0.1334939081211787,95.17857142857142,2.1361
28,29.0,0.12700386763600238,95.0,2.0968
29,314.0,0.12557094329498858,94.82142857142857,2.0596
30,115.0,0.12273774439375465,94.64285714285714,1.907
31,344.0,0.11924718253293694,94.46428571428571,2.027
32,292.0,0.1166449684407896,94.28571428571428,1.9235
33,187.0,0.11386421929490231,94.10714285714286,1.8635
34,408.0,0.1107027428856718,93.92857142857143,1.9061
35,430.0,0.10906035530214479,93.75,1.9261
36,268.0,0.10539920509034198,93.57142857142857,1.8134
37,45.0,0.10317977833915694,93.39285714285714,1.8037
38,55.0,0.10167477209932696,93.21428571428572,1.7306
39,64.0,0.09937717212447059,93.03571428571429,1.79
40,362.0,0.09711122020224958,92.85714285714286,1.7577
41,348.0,0.09510244018361094,92.67857142857143,1.7527
42,151.0,0.09153726883794344,92.5,1.7135
43,308.0,0.09069197374383461,92.32142857142858,1.7133
44,166.0,0.08891058114280662,92.14285714285715,1.6832
45,21.0,0.08746539431600492,91.96428571428571,1.5949
46,109.0,0.08602333366715684,91.78571428571428,1.6545
47,185.0,0.08425393839237057,91.60714285714285,1.6414
48,452.0,0.08328311938083505,91.42857142857143,1.4928
49,207.0,0.08172748172215803,91.25,1.7239
50,321.0,0.08130934830880977,91.07142857142857,1.4858
51,235.0,0.07996718977462612,90.89285714285714,1.4857
52,250.0,0.07834362370446019,90.71428571428571,1.4074
53,85.0,0.07674465138789562,90.53571428571429,1.3154
54,261.0,0.07496293731660914,90.35714285714286,1.4261
55,333.0,0.07389461763527316,90.17857142857143,1.6107
56,132.0,0.07296226515387026,90.0,1.4691
57,150.0,0.07199536947720288,89.82142857142857,1.5968
58,288.0,0.07089642196764838,89.64285714285715,1.5677
59,468.0,0.070422667033897,89.46428571428572,1.4463
60,529.0,0.06991179763404154,89.28571428571429,1.6269
61,97.0,0.06907055077926384,89.10714285714285,1.5551
62,230.0,0.06835657083627673,88.92857142857142,1.3975
63,167.0,0.06785196439208646,88.75,1.5126
64,182.0,0.06681789167002551,88.57142857142857,1.531
65,222.0,0.06583453999851109,88.39285714285714,1.4955
66,345.0,0.06497120667188426,88.21428571428571,1.5042
67,486.0,0.06396223732166796,88.03571428571428,1.5119
68,505.0,0.06336968465995929,87.85714285714286,1.6583
69,194.0,0.061358818026213596,87.67857142857143,2.0527
70,306.0,0.0609060504927301,87.5,1.9633
71,313.0,0.06051270897089408,87.32142857142857,1.81
72,118.0,0.060126239625700933,87.14285714285714,1.9379
73,538.0,0.059863737259422276,86.96428571428572,1.8812
74,68.0,0.05843784301408332,86.78571428571429,1.3652
75,155.0,0.05706382341727756,86.60714285714286,1.4642
76,241.0,0.05523491703206033,86.42857142857143,1.2599
77,379.0,0.054461472702746205,86.25,1.3699
78,412.0,0.053281062678449564,86.07142857142858,1.1814
79,458.0,0.05314050740332475,85.89285714285715,1.4376
80,478.0,0.05245693234046659,85.71428571428572,1.3328
81,501.0,0.05139174390707119,85.53571428571428,1.7584
82,49.0,0.05099822667105451,85.35714285714285,1.785
83,63.0,0.05076835245945264,85.17857142857143,1.6182
84,448.0,0.050489294894494684,85.0,1.395
85,4.0,0.050154771719246205,84.82142857142857,1.2581
86,33.0,0.04799643717936049,84.64285714285714,1.2737
87,298.0,0.04771762559086441,84.46428571428571,1.225
88,371.0,0.04698432474341636,84.28571428571429,1.1737
89,423.0,0.04625795084851258,84.10714285714286,1.3404
90,436.0,0.0459247410327429,83.92857142857143,1.0624
91,521.0,0.04455946026534123,83.75,1.1996
92,203.0,0.043915579642504025,83.57142857142857,1.2179
93,58.0,0.04378235648032889,83.39285714285715,1.0803
94,210.0,0.04325024835536396,83.21428571428572,1.2091
95,264.0,0.0424756441338286,83.03571428571428,1.1357
96,282.0,0.042260877277998,82.85714285714285,1.187
97,317.0,0.04211750464919715,82.67857142857142,1.1966
98,336.0,0.04155585083379526,82.5,1.0788
99,387.0,0.04119207198932399,82.32142857142857,1.1864
100,444.0,0.04103012220879124,82.14285714285714,1.1919
